"","X","taxa","stat","est","lower","median","upper","name","source"
"1",0,"Mmd_ira","Sb_est",0.22613757598,0.0061067715825,0.070519689165,41.8205173149,"Mmd_ira","CNEs"
"2",1,"Mmd_ira","pa_est",0.00252601517,0.00010836118675,0.000922077,0.00495785556425,"Mmd_ira","CNEs"
"3",2,"Mmd_ira","b",0.06496847889,0.0609845422735,0.06518455605,0.10851528696,"Mmd_ira","CNEs"
"4",3,"Mmd_ira","S_d",-200.14146007,-304.563830471,-192.421092035,-38.6045660956,"Mmd_ira","CNEs"
"5",4,"Mmd_ira","alpha_dfe",0.004591,0.000175975,0.001548,0.099523825,"Mmd_ira","CNEs"
"6",5,"Mmd_ira","alpha_div",0.013379,0.008322975,0.0105225,0.099642175,"Mmd_ira","CNEs"
"7",0,"Mmd_fra","Sb_est",0.02614636857,0.001518038966,0.097520447685,31.8038843328,"Mmd_fra","CNEs"
"8",1,"Mmd_fra","pa_est",0.00156738511,0.00014010185375,0.004319532225,0.025976501792,"Mmd_fra","CNEs"
"9",2,"Mmd_fra","b",0.06094748965,0.041602348429,0.061462204635,0.0797920474067,"Mmd_fra","CNEs"
"10",3,"Mmd_fra","S_d",-277.37996784,-10597.1985786,-270.5124273,-93.7528043596,"Mmd_fra","CNEs"
"11",4,"Mmd_fra","alpha_dfe",0.00256,0.000225825,0.0085985,0.06408555,"Mmd_fra","CNEs"
"12",5,"Mmd_fra","alpha_div",0.004506,0.002249775,0.010543,0.06400625,"Mmd_fra","CNEs"
"13",0,"Mmm_cze","Sb_est",0.03315324454,0.00089610504,0.044056465925,0.104794174651,"Mmm_cze","CNEs"
"14",1,"Mmm_cze","pa_est",0.00235846516,0.00012401194625,0.00258333522,0.00540823638525,"Mmm_cze","CNEs"
"15",2,"Mmm_cze","b",0.06435584792,0.0599597665338,0.06464718362,0.0689440695067,"Mmm_cze","CNEs"
"16",3,"Mmm_cze","S_d",-200.38941114,-320.035301279,-196.196798275,-130.915500107,"Mmm_cze","CNEs"
"17",4,"Mmm_cze","alpha_dfe",0.003873,0.000200475,0.00427,0.009186175,"Mmm_cze","CNEs"
"18",5,"Mmm_cze","alpha_div",0.003485,-0.0003004,0.0038355,0.00885965,"Mmm_cze","CNEs"
"19",0,"Mmm_afg","Sb_est",44.9969186546,1.52412024721,42.5077904352,54.2873136828,"Mmm_afg","CNEs"
"20",1,"Mmm_afg","pa_est",0.00165250784,0.0013137351785,0.00177714546,0.03254295236,"Mmm_afg","CNEs"
"21",2,"Mmm_afg","b",0.0880854376,0.046948433032,0.08788620895,0.0975305658113,"Mmm_afg","CNEs"
"22",3,"Mmm_afg","S_d",-158.73205011,-14280.9223354,-162.27612867,-107.594878276,"Mmm_afg","CNEs"
"23",4,"Mmm_afg","alpha_dfe",0.120668,0.0931293,0.121197,0.13873765,"Mmm_afg","CNEs"
"24",5,"Mmm_afg","alpha_div",0.12074,0.095154275,0.121295,0.13863615,"Mmm_afg","CNEs"
"25",0,"Mmm_kaz","Sb_est",0.1180706151,2.176875025e-05,0.02375909881,0.174996866703,"Mmm_kaz","CNEs"
"26",1,"Mmm_kaz","pa_est",0.00512650991,4.7823095e-06,0.001362918385,0.0068534212145,"Mmm_kaz","CNEs"
"27",2,"Mmm_kaz","b",0.09140205115,0.0863527723035,0.09105160628,0.0961784734992,"Mmm_kaz","CNEs"
"28",3,"Mmm_kaz","S_d",-33.300432755,-41.8277153143,-33.0523793595,-26.5711092516,"Mmm_kaz","CNEs"
"29",4,"Mmm_kaz","alpha_dfe",0.008827,7.975e-06,0.002239,0.012141025,"Mmm_kaz","CNEs"
"30",5,"Mmm_kaz","alpha_div",0.009607,0.000484575,0.0030035,0.012793175,"Mmm_kaz","CNEs"
"31",0,"Ms","Sb_est",0.16338470234,0.00639476517,0.143931059425,2.42930752043,"Ms","CNEs"
"32",1,"Ms","pa_est",0.00241029416,0.00016224202475,0.00214303667,0.013663122534,"Ms","CNEs"
"33",2,"Ms","b",0.05363203727,0.0356597274852,0.05263042151,0.0653536944427,"Ms","CNEs"
"34",3,"Ms","S_d",-710.2905956,-50000,-840.595645465,-453.569506979,"Ms","CNEs"
"35",4,"Ms","alpha_dfe",0.004216,0.00026295,0.0037365,0.039798675,"Ms","CNEs"
"36",5,"Ms","alpha_div",0.006852,0.002278575,0.005821,0.0349397,"Ms","CNEs"
"37",0,"Mmc","Sb_est",16.7003998393,4.89013249105,7.37529751396,50.0099669849,"Mmc","CNEs"
"38",1,"Mmc","pa_est",0.00789360967,0.0024397753825,0.020504239065,0.0337666281562,"Mmc","CNEs"
"39",2,"Mmc","b",0.11112136762,0.103990949109,0.12155705283,0.131882885582,"Mmc","CNEs"
"40",3,"Mmc","S_d",-92.967594604,-110.482220948,-79.2119813205,-67.9006571221,"Mmc","CNEs"
"41",4,"Mmc","alpha_dfe",0.209499,0.190183725,0.24445,0.278980225,"Mmc","CNEs"
"42",5,"Mmc","alpha_div",0.20943,0.190041575,0.244574,0.279124625,"Mmc","CNEs"
"43",0,"Mmd_ger","Sb_est",0.19295061105,0.0009026249005,0.072177886235,0.495750764438,"Mmd_ger","CNEs"
"44",1,"Mmd_ger","pa_est",0.00867979337,9.9992281e-05,0.003749578705,0.0105854841575,"Mmd_ger","CNEs"
"45",2,"Mmd_ger","b",0.06479627308,0.0577635176355,0.063864878535,0.0712848116627,"Mmd_ger","CNEs"
"46",3,"Mmd_ger","S_d",-202.33659782,-436.659057346,-209.124597545,-123.641491749,"Mmd_ger","CNEs"
"47",4,"Mmd_ger","alpha_dfe",0.015429,0.000160925,0.006606,0.030058975,"Mmd_ger","CNEs"
"48",5,"Mmd_ger","alpha_div",0.017083,0.00166165,0.008165,0.0301675,"Mmd_ger","CNEs"
"49",0,"Mmc","Sb_est",1.27355556799,0.33877435173375,1.162256431515,2.87959820292875,"Mmc","0-fold"
"50",1,"Mmc","pa_est",0.06458198573,0.025235363287,0.074188013395,0.18469145138575,"Mmc","0-fold"
"51",2,"Mmc","b",0.18617976208,0.15647345466875,0.197781236225,0.97825417080675,"Mmc","0-fold"
"52",3,"Mmc","S_d",-50044.583114,-90194.608533075,-48509.032587,-699.7113246325,"Mmc","0-fold"
"53",4,"Mmc","alpha_dfe",0.542372,0.37645895,0.5940445,0.991119575,"Mmc","0-fold"
"54",5,"Mmc","alpha_div",0.543609,0.377915375,0.5942135,0.991174825,"Mmc","0-fold"
"55",0,"Mmd_fra","Sb_est",0.04337191107,0.000617772852,0.06851660912,0.2130822452255,"Mmd_fra","0-fold"
"56",1,"Mmd_fra","pa_est",0.00012267543,7.9058196e-05,0.00051708252,0.22403698776575,"Mmd_fra","0-fold"
"57",2,"Mmd_fra","b",0.2019227719,0.18060144696125,0.20188742321,7.49240430656174,"Mmd_fra","0-fold"
"58",3,"Mmd_fra","S_d",-724.31748026,-4174.620454875,-757.783879875,-257.3648013685,"Mmd_fra","0-fold"
"59",4,"Mmd_fra","alpha_dfe",0.000585,0.0003662,0.002481,0.999999525,"Mmd_fra","0-fold"
"60",5,"Mmd_fra","alpha_div",-0.008809,-0.013805875,-0.0053185,0.999999525,"Mmd_fra","0-fold"
"61",0,"Mmd_ger","Sb_est",0.08446790556,1.674482475e-05,0.100906974895,13.7380675549764,"Mmd_ger","0-fold"
"62",1,"Mmd_ger","pa_est",0.00040905271,0.0001283182525,0.000708057885,0.22213745001525,"Mmd_ger","0-fold"
"63",2,"Mmd_ger","b",0.24613294081,0.21290336034375,0.24309494894,8.16210565719225,"Mmd_ger","0-fold"
"64",3,"Mmd_ger","S_d",-233.45432724,-6352.0488330675,-262.788110425,-127.4923870405,"Mmd_ger","0-fold"
"65",4,"Mmd_ger","alpha_dfe",0.00201,0.000634075,0.0035465,1,"Mmd_ger","0-fold"
"66",5,"Mmd_ger","alpha_div",0.001903,-0.00370165,0.0033995,1,"Mmd_ger","0-fold"
"67",0,"Mmd_ira","Sb_est",0.20105710889,0.06539571811125,0.20422796784,74.8115414978774,"Mmd_ira","0-fold"
"68",1,"Mmd_ira","pa_est",0.00197488732,0.0002342260245,0.001858632785,0.0088599077455,"Mmd_ira","0-fold"
"69",2,"Mmd_ira","b",0.13308265417,0.12572218541,0.1364119633,0.16362323237325,"Mmd_ira","0-fold"
"70",3,"Mmd_ira","S_d",-26929.173509,-49820.72773695,-20504.601598,-5764.6141303425,"Mmd_ira","0-fold"
"71",4,"Mmd_ira","alpha_dfe",0.010225,0.002606,0.0115265,0.095925125,"Mmd_ira","0-fold"
"72",5,"Mmd_ira","alpha_div",0.012602,-0.00056225,0.0140205,0.09872625,"Mmd_ira","0-fold"
"73",0,"../Mmm_afg/","Sb_est",0.06507389597,0.01009494871025,0.09993445791,0.18491298535575,"Mmm_afg","0-fold"
"74",1,"../Mmm_afg/","pa_est",0.0010379061,0.00017029387875,0.001055989335,0.002291312299,"Mmm_afg","0-fold"
"75",2,"../Mmm_afg/","b",0.18953493634,0.1660867262415,0.19041983329,0.21522726054375,"Mmm_afg","0-fold"
"76",3,"../Mmm_afg/","S_d",-1153.6782757,-2984.7011952925,-1121.59473945,-519.9547729175,"Mmm_afg","0-fold"
"77",4,"../Mmm_afg/","alpha_dfe",0.00501,0.000805275,0.0051035,0.01186675,"Mmm_afg","0-fold"
"78",5,"../Mmm_afg/","alpha_div",-0.005549,-0.014517175,-0.005633,0.00577224999999997,"Mmm_afg","0-fold"
"79",0,"Mmm_cze","Sb_est",0.00010751013,1.489587925e-05,0.00023127636,0.026910510869,"Mmm_cze","0-fold"
"80",1,"Mmm_cze","pa_est",0.00023131112,5.6057665e-05,0.00084549791,0.23765771671875,"Mmm_cze","0-fold"
"81",2,"Mmm_cze","b",0.23691590202,0.203866040453,0.24507861221,8.1683403842415,"Mmm_cze","0-fold"
"82",3,"Mmm_cze","S_d",-263.47937892,-6464.7549731325,-309.704125845,-115.0863696555,"Mmm_cze","0-fold"
"83",4,"Mmm_cze","alpha_dfe",0.001068,0.0002629,0.0039085,1,"Mmm_cze","0-fold"
"84",5,"Mmm_cze","alpha_div",-0.020681,-0.025957325,-0.015029,1,"Mmm_cze","0-fold"
"85",0,"../Mmm_kaz/","Sb_est",0.0665255266,0.00784648358,0.06696659353,0.1616022255775,"Mmm_kaz","0-fold"
"86",1,"../Mmm_kaz/","pa_est",0.00087847632,6.631434975e-05,0.000755642395,0.00224764341575,"Mmm_kaz","0-fold"
"87",2,"../Mmm_kaz/","b",0.22420401853,0.19675003066,0.226107768145,0.2548306112765,"Mmm_kaz","0-fold"
"88",3,"../Mmm_kaz/","S_d",-361.6175269,-830.53133289975,-355.200891925,-184.1191312255,"Mmm_kaz","0-fold"
"89",4,"../Mmm_kaz/","alpha_dfe",0.004186,0.000305125,0.003596,0.0112789,"Mmm_kaz","0-fold"
"90",5,"../Mmm_kaz/","alpha_div",-0.016832,-0.0250602,-0.0173315,-0.00844222500000002,"Mmm_kaz","0-fold"
"91",0,"Ms","Sb_est",0.10729838829,0.0334712087995,0.093127757685,0.18054734774975,"Ms","0-fold"
"92",1,"Ms","pa_est",0.00154831635,0.0005345962415,0.001554213875,0.00327330125675,"Ms","0-fold"
"93",2,"Ms","b",0.15509158684,0.1301919894195,0.15369372036,0.17427753486025,"Ms","0-fold"
"94",3,"Ms","S_d",-5146.4191136,-25100.759595125,-5830.76375315,-1862.8484455625,"Ms","0-fold"
"95",4,"Ms","alpha_dfe",0.007482,0.00251555,0.007393,0.016432,"Ms","0-fold"
"96",5,"Ms","alpha_div",-0.015422,-0.02510645,-0.014087,-0.00228687500000003,"Ms","0-fold"
"97",0,"Mmd_ger","Sb_est",44.4127615647,0.69386023441025,29.4762398169,49.924058160745,"Mmd_ger","UTRs"
"98",1,"Mmd_ger","pa_est",0.00175248984,0.001158887547,0.003001353595,0.03450422172575,"Mmd_ger","UTRs"
"99",2,"Mmd_ger","b",0.05982249493,0.0263042397805,0.046059088775,0.110981086874,"Mmd_ger","UTRs"
"100",3,"Mmd_ger","S_d",-85.13392681,-16898.99552255,-401.196157995,-13.7514210926,"Mmd_ger","UTRs"
"101",4,"Mmd_ger","alpha_dfe",0.104294,0.02788535,0.1072555,0.2037473,"Mmd_ger","UTRs"
"102",5,"Mmd_ger","alpha_div",0.104335,0.029349875,0.1073245,0.203717625,"Mmd_ger","UTRs"
"103",0,"Mmm_cze","Sb_est",1.04781463077,0.289550166221,1.13087932376,29.9079348509274,"Mmm_cze","UTRs"
"104",1,"Mmm_cze","pa_est",0.05032197862,0.00234457025275,0.03036531117,0.18601060764775,"Mmm_cze","UTRs"
"105",2,"Mmm_cze","b",0.02670117389,0.02258754722775,0.027541926645,0.03974681120475,"Mmm_cze","UTRs"
"106",3,"Mmm_cze","S_d",-34112.629213,-47024.008068575,-21534.31585,-3901.82654428503,"Mmm_cze","UTRs"
"107",4,"Mmm_cze","alpha_dfe",0.113254,0.01194815,0.08637,0.333280525,"Mmm_cze","UTRs"
"108",5,"Mmm_cze","alpha_div",0.113449,0.009174475,0.0870455,0.333034525,"Mmm_cze","UTRs"
"109",0,"Mmd_fra","Sb_est",2.99618999424,1.020148257665,3.142216176795,41.78789658384,"Mmd_fra","UTRs"
"110",1,"Mmd_fra","pa_est",0.03751685367,0.00209566008425,0.034612980125,0.15937794249275,"Mmd_fra","UTRs"
"111",2,"Mmd_fra","b",0.03537247076,0.0294197777055,0.034712318525,0.04483880520025,"Mmd_fra","UTRs"
"112",3,"Mmd_fra","S_d",-14712.211975,-42962.228745425,-14745.1332495,-4821.992443975,"Mmd_fra","UTRs"
"113",4,"Mmd_fra","alpha_dfe",0.168696,0.08256695,0.1545945,0.357225524999999,"Mmd_fra","UTRs"
"114",5,"Mmd_fra","alpha_div",0.168944,0.0827346,0.1546905,0.356683999999999,"Mmd_fra","UTRs"
"115",0,"Mmd_ira","Sb_est",4.47310551308,3.500735148022,4.44068664493,45.0487862645349,"Mmd_ira","UTRs"
"116",1,"Mmd_ira","pa_est",0.02101646514,0.002059570777,0.01996782297,0.02384410058375,"Mmd_ira","UTRs"
"117",2,"Mmd_ira","b",0.03307153815,0.02896595425375,0.03320638655,0.0378268883445,"Mmd_ira","UTRs"
"118",3,"Mmd_ira","S_d",-15310.397966,-15660.338891225,-15206.339549,-5473.82693718502,"Mmd_ira","UTRs"
"119",4,"Mmd_ira","alpha_dfe",0.133445,0.087415425,0.1304875,0.17385205,"Mmd_ira","UTRs"
"120",5,"Mmd_ira","alpha_div",0.134285,0.08820975,0.131087,0.174474375,"Mmd_ira","UTRs"
"121",0,"Mmm_kaz","Sb_est",2.668394725,0.9653101421075,2.740028855395,40.2196782399225,"Mmm_kaz","UTRs"
"122",1,"Mmm_kaz","pa_est",0.0167485695,0.00115806056325,0.0166841162,0.0348189317372499,"Mmm_kaz","UTRs"
"123",2,"Mmm_kaz","b",0.023816304,0.02076794868575,0.02400667799,0.0316498492635,"Mmm_kaz","UTRs"
"124",3,"Mmm_kaz","S_d",-78731.937008,-83950.735010275,-78794.4740355,-39031.7379164005,"Mmm_kaz","UTRs"
"125",4,"Mmm_kaz","alpha_dfe",0.068526,0.01620705,0.068859,0.12739985,"Mmm_kaz","UTRs"
"126",5,"Mmm_kaz","alpha_div",0.068861,0.014238225,0.0693765,0.126163225,"Mmm_kaz","UTRs"
"127",0,"Mmc","Sb_est",5.42593176588,2.216598156704,5.54626529676,46.703100606665,"Mmc","UTRs"
"128",1,"Mmc","pa_est",0.02164798769,0.0024255013825,0.02117904419,0.0877842052757499,"Mmc","UTRs"
"129",2,"Mmc","b",0.03506987773,0.0326027243535,0.0356039034,0.06808862770375,"Mmc","UTRs"
"130",3,"Mmc","S_d",-15205.872797,-16220.450173725,-15122.3253465,-493.634619096255,"Mmc","UTRs"
"131",4,"Mmc","alpha_dfe",0.162227,0.13095245,0.1604495,0.298586499999999,"Mmc","UTRs"
"132",5,"Mmc","alpha_div",0.162723,0.1306433,0.160614,0.298670599999999,"Mmc","UTRs"
"133",0,"Ms","Sb_est",3.68970900052,1.13719794082125,3.80280618589,4.6911814878615,"Ms","UTRs"
"134",1,"Ms","pa_est",0.02276829621,0.017086716663,0.022834163,0.10816105150625,"Ms","UTRs"
"135",2,"Ms","b",0.03095840242,0.027170741608,0.031853644055,0.03687187960475,"Ms","UTRs"
"136",3,"Ms","S_d",-15263.585409,-20060.23051865,-15140.1677315,-9297.723487315,"Ms","UTRs"
"137",4,"Ms","alpha_dfe",0.120968,0.07238635,0.126449,0.24209645,"Ms","UTRs"
"138",5,"Ms","alpha_div",0.120076,0.071589125,0.1260915,0.2413106,"Ms","UTRs"
"139",0,"Mmm_afg","Sb_est",8.1603195204,6.07653272129575,15.67986801565,49.462514913605,"Mmm_afg","UTRs"
"140",1,"Mmm_afg","pa_est",0.02790317189,0.0040195853375,0.014797226865,0.0368866201915,"Mmm_afg","UTRs"
"141",2,"Mmm_afg","b",0.04606766291,0.04078974587175,0.045308433575,0.1050278183405,"Mmm_afg","UTRs"
"142",3,"Mmm_afg","S_d",-78909.587368,-79209.9492385,-76989.849505,-203.927089611751,"Mmm_afg","UTRs"
"143",4,"Mmm_afg","alpha_dfe",0.310909,0.248383475,0.298606,0.3725688,"Mmm_afg","UTRs"
"144",5,"Mmm_afg","alpha_div",0.311818,0.24847895,0.298734,0.372624075,"Mmm_afg","UTRs"
